time_s,ecg_au
1.040000000000000091e-01,1.312231440611523817e-02
1.059999999999999970e-01,2.088245017256957353e-02
1.079999999999999988e-01,9.627722914717126712e-03
1.100000000000000006e-01,2.293026744941293465e-02
1.120000000000000023e-01,1.191582016769334243e-02
1.140000000000000041e-01,2.314906576743046979e-02
1.160000000000000059e-01,3.494476791430264906e-02
1.180000000000000077e-01,3.458375306128805976e-03
1.199999999999999956e-01,1.686657143123061059e-02
1.219999999999999973e-01,7.095865825430524090e-03
1.239999999999999991e-01,1.618029892729272098e-02
1.260000000000000009e-01,-3.311042075597243894e-03
1.280000000000000027e-01,6.032770534791558059e-03
1.300000000000000044e-01,1.200459743097485182e-02
1.320000000000000062e-01,2.865407313719729732e-02
1.340000000000000080e-01,3.257587434829215672e-02
1.360000000000000098e-01,-4.230571599099192809e-03
1.380000000000000115e-01,3.927409732840184131e-03
1.400000000000000133e-01,2.577523016466134326e-02
1.420000000000000151e-01,-1.359000630851708857e-02
1.440000000000000169e-01,9.573388217556832308e-03
1.459999999999999909e-01,1.528638255418498550e-02
1.479999999999999927e-01,3.582585364988621207e-02
1.499999999999999944e-01,2.753693119211101520e-02
1.519999999999999962e-01,1.251335039703184090e-02
1.539999999999999980e-01,1.211919219908230358e-02
1.559999999999999998e-01,1.412197924293000229e-02
1.580000000000000016e-01,4.095597554763064085e-02
1.600000000000000033e-01,1.191212420285120074e-02
1.620000000000000051e-01,1.400845062991940004e-02
1.640000000000000069e-01,2.408576988558246146e-02
1.660000000000000087e-01,1.722128070587626569e-02
1.680000000000000104e-01,1.631270514158542420e-02
1.700000000000000122e-01,2.804031195537907278e-03
1.720000000000000140e-01,1.959006106918575324e-02
1.740000000000000158e-01,1.336276392904100184e-02
1.759999999999999898e-01,3.776889437373778802e-02
1.779999999999999916e-01,3.034202198816250695e-02
1.799999999999999933e-01,2.046200858060103281e-02
1.819999999999999951e-01,3.113985727042242746e-02
1.839999999999999969e-01,1.631960120615350007e-02
1.859999999999999987e-01,3.751885710503444910e-02
1.880000000000000004e-01,2.199369584278598397e-02
1.900000000000000022e-01,3.118448780939893014e-02
1.920000000000000040e-01,3.454032919600651813e-03
1.940000000000000058e-01,2.842958562036490208e-02
1.960000000000000075e-01,-1.649391526602705937e-03
1.980000000000000093e-01,-6.375170749852769603e-03
2.000000000000000111e-01,2.011041938915245769e-02
2.020000000000000129e-01,1.174853331376040852e-02
2.040000000000000147e-01,2.833097475721065017e-02
2.060000000000000164e-01,6.022336387150853398e-02
2.080000000000000182e-01,1.482375886626728645e-02
2.099999999999999922e-01,1.876087586686788627e-02
2.119999999999999940e-01,3.210178671533404915e-02
2.139999999999999958e-01,3.740467180798617841e-02
2.159999999999999976e-01,2.844821639839873947e-02
2.179999999999999993e-01,2.919451975652370690e-02
2.200000000000000011e-01,4.412227482196821177e-02
2.220000000000000029e-01,4.280685899398042199e-02
2.240000000000000047e-01,2.105534765840333389e-02
2.260000000000000064e-01,3.706237139082412674e-02
2.280000000000000082e-01,4.061403138287672521e-02
2.300000000000000100e-01,2.625426717631110934e-02
2.320000000000000118e-01,4.811454747875485577e-02
2.340000000000000135e-01,3.365723430725645060e-02
2.360000000000000153e-01,6.358593100104129037e-02
2.380000000000000171e-01,5.454649841629142376e-02
2.399999999999999911e-01,5.581920538914129926e-02
2.419999999999999929e-01,4.861269651181895912e-02
2.439999999999999947e-01,5.887023680577890133e-02
2.459999999999999964e-01,3.402381310189365321e-02
2.479999999999999982e-01,5.052343011189905364e-02
2.500000000000000000e-01,7.659795434199487274e-02
2.520000000000000018e-01,4.303404226682602807e-02
2.540000000000000036e-01,9.160299941261092205e-02
2.560000000000000053e-01,5.677327365371566403e-02
2.580000000000000071e-01,9.847920922193743876e-02
2.600000000000000089e-01,7.869237873832490848e-02
2.620000000000000107e-01,1.073682108958650822e-01
2.640000000000000124e-01,1.019943698024144835e-01
2.660000000000000142e-01,8.133712321478098195e-02
2.680000000000000160e-01,1.274720816683951596e-01
2.700000000000000178e-01,1.346627796971329727e-01
2.720000000000000195e-01,1.162798975171335514e-01
2.740000000000000213e-01,1.172850960379469565e-01
2.760000000000000231e-01,1.229889725053135707e-01
2.780000000000000249e-01,1.145882910409677657e-01
2.800000000000000266e-01,1.493280383843906545e-01
2.820000000000000284e-01,1.281150066811589938e-01
2.840000000000000302e-01,1.386468369079657814e-01
2.860000000000000320e-01,1.303920443862913170e-01
2.880000000000000338e-01,1.354730711694164813e-01
2.899999999999999800e-01,1.279446719471067362e-01
2.919999999999999818e-01,1.678672778132147825e-01
2.939999999999999836e-01,1.482386075663625902e-01
2.959999999999999853e-01,1.662024530306562276e-01
2.979999999999999871e-01,1.526928119920203664e-01
2.999999999999999889e-01,1.424660973596043323e-01
3.019999999999999907e-01,1.479790546321228806e-01
3.039999999999999925e-01,1.440829381063039871e-01
3.059999999999999942e-01,1.518284556396439222e-01
3.079999999999999960e-01,1.449277387528142558e-01
3.099999999999999978e-01,1.445435584830793707e-01
3.119999999999999996e-01,1.265036847976361289e-01
3.140000000000000013e-01,1.328932060708098994e-01
3.160000000000000031e-01,1.673161869282311920e-01
3.180000000000000049e-01,1.296666970783209583e-01
3.200000000000000067e-01,1.209007660558229780e-01
3.220000000000000084e-01,1.385244742515626126e-01
3.240000000000000102e-01,1.511310662795966597e-01
3.260000000000000120e-01,1.046044143317532010e-01
3.280000000000000138e-01,1.195459382690841760e-01
3.300000000000000155e-01,1.093489528940103511e-01
3.320000000000000173e-01,8.849781305454787472e-02
3.340000000000000191e-01,1.219773946992740721e-01
3.360000000000000209e-01,1.066277818794961613e-01
3.380000000000000226e-01,1.040896978650717869e-01
3.400000000000000244e-01,8.781016283192601135e-02
3.420000000000000262e-01,1.020550525929365543e-01
3.440000000000000280e-01,8.336545359611925721e-02
3.460000000000000298e-01,8.563542206382659949e-02
3.480000000000000315e-01,6.759850526948324445e-02
3.500000000000000333e-01,6.255831513063050964e-02
3.519999999999999796e-01,9.755650252114844712e-02
3.539999999999999813e-01,6.679675037129935433e-02
3.559999999999999831e-01,7.582207561628073744e-02
3.579999999999999849e-01,6.815275995861047598e-02
3.599999999999999867e-01,5.942776337741474679e-02
3.619999999999999885e-01,5.598489137140137684e-02
3.639999999999999902e-01,7.078864675133463014e-02
3.659999999999999920e-01,5.471433878351145835e-02
3.679999999999999938e-01,5.504417829229227288e-02
3.699999999999999956e-01,5.588663352369975523e-02
3.719999999999999973e-01,7.159682386686755384e-02
3.739999999999999991e-01,6.270471227949560300e-02
3.760000000000000009e-01,5.692871524674794625e-02
3.780000000000000027e-01,4.156594694939519385e-02
3.800000000000000044e-01,2.824889234553483799e-02
3.820000000000000062e-01,6.230110170025462968e-02
3.840000000000000080e-01,6.174703811076847487e-02
3.860000000000000098e-01,4.443597040327020020e-02
3.880000000000000115e-01,5.406695810809285241e-02
3.900000000000000133e-01,5.714024042181527901e-02
3.920000000000000151e-01,5.744626752193632280e-02
3.940000000000000169e-01,5.843172132320735568e-02
3.960000000000000187e-01,3.747465897904535964e-02
3.980000000000000204e-01,6.679028876402071102e-02
4.000000000000000222e-01,2.517614177579825113e-02
4.020000000000000240e-01,5.665699735131928677e-02
4.040000000000000258e-01,5.103765176038017881e-02
4.060000000000000275e-01,5.666694451874387806e-02
4.080000000000000293e-01,7.171369077152227323e-02
4.100000000000000311e-01,6.578884547776252256e-02
4.120000000000000329e-01,2.636171503317784673e-02
4.140000000000000346e-01,1.824583835613063920e-02
4.160000000000000364e-01,5.587997983362955057e-02
4.179999999999999827e-01,2.845900458615842343e-02
4.199999999999999845e-01,4.355038970053120434e-02
4.219999999999999862e-01,5.635827231444281993e-02
4.239999999999999880e-01,1.906766745230411772e-02
4.259999999999999898e-01,1.190953097814937550e-02
4.279999999999999916e-01,4.705003816309139691e-02
4.299999999999999933e-01,4.302883715377991275e-02
4.319999999999999951e-01,3.723509855901445398e-02
4.339999999999999969e-01,3.907755879402886184e-02
4.359999999999999987e-01,2.175372076958765472e-02
4.380000000000000004e-01,6.197859832772014549e-03
4.400000000000000022e-01,1.818948655771432735e-02
4.420000000000000040e-01,-5.000091863412646845e-03
4.440000000000000058e-01,-2.934703002286608367e-02
4.460000000000000075e-01,-1.445133617467198386e-02
4.480000000000000093e-01,-4.282461727257556167e-02
4.500000000000000111e-01,-5.712643743517170636e-02
4.520000000000000129e-01,-9.926837024269390131e-02
4.540000000000000147e-01,-1.134574040614590440e-01
4.560000000000000164e-01,-1.336248653754584237e-01
4.580000000000000182e-01,-1.409878349294125532e-01
4.600000000000000200e-01,-1.263316330947864552e-01
4.620000000000000218e-01,-1.342431863702078232e-01
4.640000000000000235e-01,-1.018299494019932472e-01
4.660000000000000253e-01,-7.847102498077232480e-02
4.680000000000000271e-01,-2.185413914830557081e-02
4.700000000000000289e-01,-3.454286199083449194e-02
4.720000000000000306e-01,4.533838242690639564e-02
4.740000000000000324e-01,8.377279711062467216e-02
4.760000000000000342e-01,1.462235668717781489e-01
4.780000000000000360e-01,1.952777205331183430e-01
4.799999999999999822e-01,2.909114435042956526e-01
4.819999999999999840e-01,4.002837025709792274e-01
4.839999999999999858e-01,4.890419483114222254e-01
4.859999999999999876e-01,6.003515079430019608e-01
4.879999999999999893e-01,7.076809941051420694e-01
4.899999999999999911e-01,8.411947795480251289e-01
4.919999999999999929e-01,9.281080065717004501e-01
4.939999999999999947e-01,9.860086168022854647e-01
4.959999999999999964e-01,1.078848060150928267e+00
4.979999999999999982e-01,1.104232278937861134e+00
5.000000000000000000e-01,1.100341067035693010e+00
5.020000000000000018e-01,1.126103015403616237e+00
5.040000000000000036e-01,1.109837986413145572e+00
5.060000000000000053e-01,1.020700435182882115e+00
5.080000000000000071e-01,9.123062107647207375e-01
5.100000000000000089e-01,8.119114647243972360e-01
5.120000000000000107e-01,7.321460405414219608e-01
5.140000000000000124e-01,6.061247970557321896e-01
5.160000000000000142e-01,4.977753484907693204e-01
5.180000000000000160e-01,3.981233532107816275e-01
5.200000000000000178e-01,3.121857718412178184e-01
5.220000000000000195e-01,2.478894637906418064e-01
5.240000000000000213e-01,1.792223114530967498e-01
5.260000000000000231e-01,1.187140698051174781e-01
5.280000000000000249e-01,5.178435584260852875e-02
5.300000000000000266e-01,3.232486118661197921e-02
5.320000000000000284e-01,-2.497769786940081185e-02
5.340000000000000302e-01,-3.567011373114468975e-02
5.360000000000000320e-01,-1.072325040672506835e-01
5.380000000000000338e-01,-1.250717099147480027e-01
5.400000000000000355e-01,-1.560808508230236424e-01
5.420000000000000373e-01,-2.057827902770523743e-01
5.440000000000000391e-01,-1.855615861298031688e-01
5.460000000000000409e-01,-2.090057927926086689e-01
5.480000000000000426e-01,-2.501443241332625966e-01
5.500000000000000444e-01,-2.357970647114072116e-01
5.520000000000000462e-01,-2.375093456621226173e-01
5.540000000000000480e-01,-2.702231314471629231e-01
5.560000000000000497e-01,-2.081016800773271280e-01
5.580000000000000515e-01,-1.881103898102329808e-01
5.600000000000000533e-01,-1.575651727535430369e-01
5.620000000000000551e-01,-1.447733217098343683e-01
5.640000000000000568e-01,-1.024369682476204413e-01
5.660000000000000586e-01,-7.233179801807378129e-02
5.680000000000000604e-01,-2.571937254866580452e-02
5.700000000000000622e-01,-1.574712119796617751e-02
5.720000000000000639e-01,-1.726334026696475918e-03
5.740000000000000657e-01,3.677783331132308819e-02
5.760000000000000675e-01,1.764132115731356643e-02
5.779999999999999583e-01,2.932874916782130317e-02
5.799999999999999600e-01,1.469783786518877311e-02
5.819999999999999618e-01,7.035305773730228529e-02
5.839999999999999636e-01,6.470387989998041545e-02
5.859999999999999654e-01,6.636680891079256572e-02
5.879999999999999671e-01,6.429467975576318162e-02
5.899999999999999689e-01,5.707574365153526147e-02
5.919999999999999707e-01,5.951048187302364345e-02
5.939999999999999725e-01,5.316874149749651474e-02
5.959999999999999742e-01,5.446488848954492840e-02
5.979999999999999760e-01,5.885718350684980560e-02
5.999999999999999778e-01,8.123204076230475246e-02
6.019999999999999796e-01,6.741181343051565189e-02
6.039999999999999813e-01,5.874511319441715756e-02
6.059999999999999831e-01,5.150922091950366211e-02
6.079999999999999849e-01,5.129203282508048439e-02
6.099999999999999867e-01,8.551813879383218797e-02
6.119999999999999885e-01,6.978619398381669114e-02
6.139999999999999902e-01,6.395906114334869164e-02
6.159999999999999920e-01,5.856834847142167177e-02
6.179999999999999938e-01,4.799970008930440346e-02
6.199999999999999956e-01,6.457004519544116972e-02
6.219999999999999973e-01,7.968235562878311917e-02
6.239999999999999991e-01,6.176512359411288206e-02
6.260000000000000009e-01,6.539567603084034397e-02
6.280000000000000027e-01,6.671973965729399714e-02
6.300000000000000044e-01,7.299439990337330819e-02
6.320000000000000062e-01,4.885942024572643982e-02
6.340000000000000080e-01,7.072124333187380929e-02
6.360000000000000098e-01,6.303219588762107306e-02
6.380000000000000115e-01,9.081588419049199667e-02
6.400000000000000133e-01,6.779501268453407004e-02
6.420000000000000151e-01,8.992933619981122173e-02
6.440000000000000169e-01,1.061774499350842949e-01
6.460000000000000187e-01,8.076663789151850015e-02
6.480000000000000204e-01,7.873385412732353261e-02
6.500000000000000222e-01,9.304782888643643723e-02
6.520000000000000240e-01,9.270129553904442321e-02
6.540000000000000258e-01,8.052388891435974250e-02
6.560000000000000275e-01,1.051836643457141340e-01
6.580000000000000293e-01,1.314938160014112456e-01
6.600000000000000311e-01,1.005339637093422139e-01
6.620000000000000329e-01,1.046640809065473993e-01
6.640000000000000346e-01,9.549518839823500915e-02
6.660000000000000364e-01,1.195808301759045400e-01
6.680000000000000382e-01,9.988124570232759236e-02
6.700000000000000400e-01,1.059416217137851696e-01
6.720000000000000417e-01,1.458704315662739393e-01
6.740000000000000435e-01,1.173949521383197275e-01
6.760000000000000453e-01,1.516707719543681776e-01
6.780000000000000471e-01,1.629620754290496132e-01
6.800000000000000488e-01,1.488052605207662304e-01
6.820000000000000506e-01,1.582063693877641397e-01
6.840000000000000524e-01,1.843493478382499939e-01
6.860000000000000542e-01,1.574424978157899502e-01
6.880000000000000560e-01,1.569910389082967428e-01
6.900000000000000577e-01,1.512416090563528104e-01
6.920000000000000595e-01,1.779765193350626717e-01
6.940000000000000613e-01,2.055006829128920021e-01
6.960000000000000631e-01,2.038159276708361167e-01
6.980000000000000648e-01,1.815382890000925009e-01
7.000000000000000666e-01,1.892183869798188811e-01
7.020000000000000684e-01,2.009892243321314276e-01
7.039999999999999591e-01,2.195529197345592876e-01
7.059999999999999609e-01,2.188107849426305374e-01
7.079999999999999627e-01,2.319226127265905379e-01
7.099999999999999645e-01,2.400545987454515973e-01
7.119999999999999662e-01,2.380897848843541720e-01
7.139999999999999680e-01,2.489939307908641541e-01
7.159999999999999698e-01,2.597642478898994356e-01
7.179999999999999716e-01,2.625040516881436692e-01
7.199999999999999734e-01,2.784291809198531920e-01
7.219999999999999751e-01,3.060513605457770292e-01
7.239999999999999769e-01,2.939627757467101477e-01
7.259999999999999787e-01,2.929819862644893469e-01
7.279999999999999805e-01,2.738645023239804077e-01
7.299999999999999822e-01,3.119197102308169378e-01
7.319999999999999840e-01,2.837593911986328044e-01
7.339999999999999858e-01,2.985807247569510769e-01
7.359999999999999876e-01,3.391721282499748913e-01
7.379999999999999893e-01,3.434441250646916854e-01
7.399999999999999911e-01,3.369434726925140677e-01
7.419999999999999929e-01,3.197104926387239199e-01
7.439999999999999947e-01,3.457671041802835576e-01
7.459999999999999964e-01,3.469241958195502518e-01
7.479999999999999982e-01,3.722001311328837492e-01
7.500000000000000000e-01,4.018135155098952471e-01
7.520000000000000018e-01,3.762433330708483403e-01
7.540000000000000036e-01,3.660678956222412350e-01
7.560000000000000053e-01,3.646791070296866999e-01
7.580000000000000071e-01,3.855734262460784323e-01
7.600000000000000089e-01,3.876248817737420471e-01
7.620000000000000107e-01,3.765381387112575751e-01
7.640000000000000124e-01,3.987512947753139025e-01
7.660000000000000142e-01,3.825879024674957440e-01
7.680000000000000160e-01,4.190202318254781511e-01
7.700000000000000178e-01,4.203986816212396671e-01
7.720000000000000195e-01,4.224768461621135618e-01
7.740000000000000213e-01,4.004621088277620089e-01
7.760000000000000231e-01,4.162741144557483008e-01
7.780000000000000249e-01,4.071716352547868345e-01
7.800000000000000266e-01,4.035278615044178285e-01
7.820000000000000284e-01,4.040905675009328624e-01
7.840000000000000302e-01,3.891107262218603258e-01
7.860000000000000320e-01,3.859901350691066768e-01
7.880000000000000338e-01,4.182205997599438008e-01
7.900000000000000355e-01,4.017157693288859743e-01
7.920000000000000373e-01,4.057354518158395318e-01
7.940000000000000391e-01,4.150527974278201970e-01
7.960000000000000409e-01,3.712095969726457168e-01
7.980000000000000426e-01,3.822746770899015933e-01
8.000000000000000444e-01,3.931575907085367860e-01
8.020000000000000462e-01,3.925721395381460144e-01
8.040000000000000480e-01,3.768822322836388738e-01
8.060000000000000497e-01,3.935213149989403303e-01
8.080000000000000515e-01,3.764964621065072792e-01
8.100000000000000533e-01,3.501230896777522972e-01
8.120000000000000551e-01,3.490874334201170548e-01
8.140000000000000568e-01,3.696138166805708059e-01
8.160000000000000586e-01,3.587463984617815793e-01
8.180000000000000604e-01,3.173514545283222521e-01
8.200000000000000622e-01,3.599100802698707025e-01
8.220000000000000639e-01,3.423479720560243522e-01
8.240000000000000657e-01,3.470547865694156853e-01
8.260000000000000675e-01,3.145379657296373255e-01
8.280000000000000693e-01,3.091263635584771685e-01
8.300000000000000711e-01,2.898310400407760334e-01
8.320000000000000728e-01,3.378629269870124241e-01
8.339999999999999636e-01,2.901908826176870515e-01
8.359999999999999654e-01,3.095992304967202235e-01
8.379999999999999671e-01,2.690070588247150951e-01
8.399999999999999689e-01,2.740873955474998902e-01
8.419999999999999707e-01,2.394719155456083159e-01
8.439999999999999725e-01,2.517261645650232249e-01
8.459999999999999742e-01,2.651818854026665728e-01
8.479999999999999760e-01,2.246494742030832048e-01
8.499999999999999778e-01,2.525663937431826267e-01
8.519999999999999796e-01,2.346690821292025941e-01
8.539999999999999813e-01,2.071611520409128993e-01
8.559999999999999831e-01,2.086001568377233995e-01
8.579999999999999849e-01,2.026462927621620058e-01
8.599999999999999867e-01,2.023119906775057431e-01
8.619999999999999885e-01,1.886585494077817615e-01
8.639999999999999902e-01,1.780690286337955897e-01
8.659999999999999920e-01,1.798263642387762651e-01
8.679999999999999938e-01,1.630545480767098543e-01
8.699999999999999956e-01,1.533294898864341615e-01
8.719999999999999973e-01,1.663211361741160910e-01
8.739999999999999991e-01,1.748195508156991373e-01
8.760000000000000009e-01,1.333333899184772908e-01
8.780000000000000027e-01,1.511918831014712195e-01
8.800000000000000044e-01,1.364251765937531669e-01
8.820000000000000062e-01,1.267240860001468405e-01
8.840000000000000080e-01,1.495619549270979232e-01
8.860000000000000098e-01,1.245396174154999869e-01
8.880000000000000115e-01,1.505108091752107025e-01
8.900000000000000133e-01,1.122343187464295289e-01
8.920000000000000151e-01,1.257952160201409597e-01
8.940000000000000169e-01,1.128225447357279893e-01
8.960000000000000187e-01,1.013216321693898858e-01
8.980000000000000204e-01,1.180106591448987080e-01
9.000000000000000222e-01,1.035947490410173838e-01
9.020000000000000240e-01,1.118486277375430188e-01
9.040000000000000258e-01,9.912545989963575388e-02
9.060000000000000275e-01,8.073143125798881714e-02
9.080000000000000293e-01,9.281683108236546409e-02
9.100000000000000311e-01,9.259742563701216234e-02
9.120000000000000329e-01,1.038018263900823135e-01
9.140000000000000346e-01,7.356957897044018313e-02
9.160000000000000364e-01,8.443963799313110308e-02
9.180000000000000382e-01,5.718983461105989902e-02
9.200000000000000400e-01,9.089647006006508489e-02
9.220000000000000417e-01,6.312066425617596233e-02
9.240000000000000435e-01,5.057427326905298420e-02
9.260000000000000453e-01,7.521125948840350073e-02
9.280000000000000471e-01,9.121292622018847829e-02
9.300000000000000488e-01,5.038264303914435915e-02
9.320000000000000506e-01,5.563939840326287412e-02
9.340000000000000524e-01,5.960570358009069369e-02
9.360000000000000542e-01,5.268710120458398871e-02
9.380000000000000560e-01,7.427115178301980924e-02
9.400000000000000577e-01,5.549061198600137301e-02
9.420000000000000595e-01,5.586687728451066037e-02
9.440000000000000613e-01,7.459074985260059909e-02
9.460000000000000631e-01,5.371926734277386595e-02
9.480000000000000648e-01,7.081004958464488797e-02
9.500000000000000666e-01,4.906591889903214043e-02
9.520000000000000684e-01,4.482154774573553213e-02
9.540000000000000702e-01,3.488414047405395679e-02
9.560000000000000719e-01,8.978839769356665446e-02
9.580000000000000737e-01,5.656021584583509343e-02
9.599999999999999645e-01,6.455331457633721459e-02
9.619999999999999662e-01,5.999259811925708452e-02
9.639999999999999680e-01,6.245310116971550252e-02
9.659999999999999698e-01,6.042325114417692461e-02
9.679999999999999716e-01,8.795221310945222637e-02
9.699999999999999734e-01,4.342070477573974074e-02
9.719999999999999751e-01,3.534101466409957093e-02
9.739999999999999769e-01,4.324277718229898454e-02
9.759999999999999787e-01,3.813996328819470316e-02
9.779999999999999805e-01,6.912110016622952102e-02
9.799999999999999822e-01,6.999462791539889928e-02
9.819999999999999840e-01,4.305641466629150232e-02
9.839999999999999858e-01,3.642052746229890170e-02
9.859999999999999876e-01,5.176869105407856664e-02
9.879999999999999893e-01,7.778279557390913035e-02
9.899999999999999911e-01,1.445859512275243786e-02
9.919999999999999929e-01,6.449794752315694824e-02
9.939999999999999947e-01,4.031827501563263472e-02
9.959999999999999964e-01,7.192538695778710744e-02
9.979999999999999982e-01,4.002522695456681850e-02
1.000000000000000000e+00,5.179584379513635373e-02
1.002000000000000002e+00,3.337469463989907459e-02
1.004000000000000004e+00,4.121080232348856703e-02
1.006000000000000005e+00,7.656740062083816634e-02
1.008000000000000007e+00,6.800855147964160463e-02
1.010000000000000009e+00,4.960559451792995872e-02
1.012000000000000011e+00,4.252046704651585990e-02
1.014000000000000012e+00,2.712132364863863165e-02
1.016000000000000014e+00,4.959342299515481084e-02
1.018000000000000016e+00,5.502084790192611485e-02
1.020000000000000018e+00,5.422811501383578009e-02
1.022000000000000020e+00,5.410746521376171708e-02
1.024000000000000021e+00,3.873632482684510187e-02
1.026000000000000023e+00,5.464541299864753010e-02
1.028000000000000025e+00,5.516602041699118081e-02
1.030000000000000027e+00,7.524574407532735876e-02
1.032000000000000028e+00,8.406858451266302490e-02
1.034000000000000030e+00,5.423702827376668950e-02
1.036000000000000032e+00,4.507095903981108570e-02
1.038000000000000034e+00,5.591975304652260781e-02
1.040000000000000036e+00,4.817065167014955573e-02
1.042000000000000037e+00,4.660722754825709357e-02
1.044000000000000039e+00,5.739815909510969510e-02
1.046000000000000041e+00,4.324543616164863713e-02
1.048000000000000043e+00,6.869442963926176982e-02
1.050000000000000044e+00,5.885073001162103440e-02
1.052000000000000046e+00,6.507328460232056355e-02
1.054000000000000048e+00,5.960815787917351366e-02
1.056000000000000050e+00,5.259626309011279643e-02
1.058000000000000052e+00,5.057041353001803796e-02
1.060000000000000053e+00,6.265521004126028970e-02
1.062000000000000055e+00,5.955479501636572887e-02
1.064000000000000057e+00,7.302078912065765315e-02
1.066000000000000059e+00,7.133224657753346742e-02
1.068000000000000060e+00,5.301619860094508585e-02
1.070000000000000062e+00,7.667945639729342733e-02
1.072000000000000064e+00,5.792417193011514809e-02
1.074000000000000066e+00,7.138833189267958235e-02
1.076000000000000068e+00,7.896231064299580327e-02
1.078000000000000069e+00,5.516224203386628500e-02
1.080000000000000071e+00,9.074522565071767299e-02
1.082000000000000073e+00,9.488001817069989519e-02
1.084000000000000075e+00,9.364056064398641743e-02
1.086000000000000076e+00,9.318414394221183339e-02
1.088000000000000078e+00,9.761212379242438508e-02
1.090000000000000080e+00,9.234926464476746200e-02
1.092000000000000082e+00,1.068291938701756982e-01
1.094000000000000083e+00,1.065390124658358306e-01
1.096000000000000085e+00,1.202109176033979987e-01
1.098000000000000087e+00,1.048107875676382583e-01
1.100000000000000089e+00,1.304475758894848292e-01
1.102000000000000091e+00,1.330789874847373433e-01
1.104000000000000092e+00,1.327713791564481272e-01
1.106000000000000094e+00,1.321880759248013626e-01
1.108000000000000096e+00,1.508292061949389473e-01
1.110000000000000098e+00,1.211988312062939610e-01
1.112000000000000099e+00,1.565234835261098689e-01
1.114000000000000101e+00,1.565059830754287340e-01
1.116000000000000103e+00,1.601205131022078454e-01
1.118000000000000105e+00,1.643668993570971126e-01
1.120000000000000107e+00,1.512717594246864861e-01
1.122000000000000108e+00,1.593317792855853121e-01
1.124000000000000110e+00,1.745935686933378084e-01
1.126000000000000112e+00,1.729596592564466018e-01
1.128000000000000114e+00,1.706962824288842662e-01
1.130000000000000115e+00,1.455976502195159561e-01
1.132000000000000117e+00,1.767107742961543382e-01
1.134000000000000119e+00,1.861232467382486766e-01
1.136000000000000121e+00,1.832730331669129020e-01
1.138000000000000123e+00,1.707941635907605782e-01
1.140000000000000124e+00,1.426970603047228170e-01
1.142000000000000126e+00,1.786054935168751578e-01
1.144000000000000128e+00,1.603065285897488090e-01
1.146000000000000130e+00,1.222358970042024678e-01
1.148000000000000131e+00,1.632708218012867418e-01
1.150000000000000133e+00,1.323228550089389222e-01
1.152000000000000135e+00,1.320805849057154757e-01
1.153999999999999915e+00,1.385808799009365100e-01
1.155999999999999917e+00,1.635572985903368248e-01
